# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	53	198
+	67	285
+	183	105
+	40	111
+	68	280
+	45	177
+	155	263
+	90	342
+	192	89
+	102	543
+	95	489
+	99	491
+	85	318
+	117	506
+	135	356
+	73	285
+	128	451
+	134	384
+	62	265
+	167	204
+	75	275
+	65	288
+	43	122
+	111	522
+	87	376
+	120	494
+	103	537
+	114	563
+	127	452
+	152	268
+	196	75
+	109	551
+	119	509
+	108	603
+	139	424
+	97	527
+	124	460
+	126	465
+	82	295
+	69	255
+	60	222
+	173	160
+	154	240
+	125	429
+	41	109
+	105	506
+	153	254
+	51	202
+	39	86
+	202	65
+	131	395
+	230	18
+	121	478
+	106	591
+	94	420
+	84	321
+	142	328
+	112	521
+	146	329
+	191	101
+	179	123
+	57	236
+	132	422
+	86	331
+	247	13
+	46	166
+	143	325
+	219	32
+	115	515
+	140	334
+	148	285
+	147	292
+	63	246
+	178	138
+	221	30
+	113	542
+	88	346
+	185	120
+	56	218
+	118	461
+	101	545
+	83	306
+	123	441
+	158	237
+	245	12
+	156	224
+	107	594
+	81	279
+	64	288
+	93	457
+	145	324
+	137	380
+	96	507
+	149	288
+	122	499
+	151	251
+	100	514
+	76	274
+	174	147
+	91	356
+	104	577
+	161	233
+	180	120
+	71	265
+	61	237
+	98	543
+	116	563
+	227	19
+	170	181
+	52	206
+	72	276
+	133	395
+	184	120
+	49	192
+	58	204
+	50	197
+	38	97
+	89	335
+	35	53
+	181	111
+	70	278
+	78	271
+	171	132
+	169	154
+	160	215
+	55	251
+	144	346
+	47	161
+	92	414
+	281	3
+	150	291
+	36	64
+	241	20
+	163	218
+	79	305
+	199	65
+	141	333
+	217	46
+	157	241
+	182	117
+	194	88
+	66	257
+	54	207
+	188	83
+	254	7
+	172	161
+	208	57
+	213	40
+	136	396
+	59	223
+	138	369
+	129	440
+	80	289
+	29	16
+	165	191
+	48	169
+	200	68
+	226	22
+	110	561
+	203	70
+	130	415
+	211	48
+	232	20
+	77	307
+	251	10
+	186	106
+	164	173
+	187	100
+	166	172
+	204	74
+	205	69
+	206	53
+	175	135
+	34	42
+	262	7
+	162	203
+	236	13
+	255	13
+	74	282
+	197	67
+	225	29
+	44	130
+	176	132
+	159	222
+	190	84
+	33	32
+	249	9
+	177	130
+	42	111
+	242	19
+	260	4
+	30	20
+	224	31
+	220	31
+	198	71
+	223	35
+	168	166
+	256	7
+	218	39
+	193	75
+	238	14
+	209	54
+	229	24
+	37	91
+	270	7
+	28	17
+	207	63
+	222	27
+	212	38
+	235	24
+	32	26
+	259	6
+	246	10
+	266	11
+	215	38
+	277	4
+	214	53
+	195	63
+	269	5
+	189	106
+	240	13
+	210	46
+	244	15
+	228	31
+	248	14
+	265	8
+	233	23
+	282	3
+	216	39
+	201	61
+	31	24
+	234	17
+	258	9
+	253	9
+	263	5
+	25	4
+	289	2
+	267	4
+	26	6
+	237	15
+	250	8
+	275	5
+	231	16
+	239	12
+	243	16
+	288	4
+	273	6
+	286	4
+	261	9
+	274	1
+	264	8
+	271	1
+	272	3
+	284	3
+	27	9
+	257	7
+	252	10
+	268	5
+	280	3
+	285	4
+	279	3
+	287	1
+	276	2
-	169	176
-	108	534
-	189	108
