# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	279	88
+	270	98
+	148	233
+	176	194
+	141	237
+	179	190
+	188	205
+	200	163
+	192	162
+	105	137
+	206	153
+	128	200
+	239	114
+	153	234
+	211	150
+	152	226
+	257	115
+	121	195
+	154	214
+	256	119
+	87	59
+	145	205
+	123	173
+	184	188
+	238	108
+	196	164
+	208	174
+	110	148
+	143	242
+	131	181
+	149	216
+	250	129
+	205	163
+	165	206
+	84	49
+	127	180
+	130	225
+	187	177
+	191	169
+	266	90
+	281	83
+	228	125
+	116	183
+	125	215
+	139	206
+	134	186
+	178	214
+	247	115
+	194	179
+	203	146
+	224	128
+	120	190
+	193	162
+	226	131
+	219	169
+	159	218
+	167	210
+	88	54
+	215	148
+	162	211
+	231	127
+	107	117
+	156	192
+	258	104
+	115	170
+	225	143
+	150	228
+	124	154
+	251	114
+	80	33
+	280	94
+	158	213
+	289	89
+	222	136
+	103	124
+	132	213
+	248	112
+	99	107
+	147	207
+	218	162
+	174	195
+	172	208
+	243	133
+	129	205
+	201	165
+	241	113
+	100	117
+	166	200
+	133	202
+	73	25
+	190	180
+	169	198
+	114	196
+	181	200
+	267	87
+	56	12
+	81	45
+	138	210
+	229	119
+	186	148
+	232	160
+	271	85
+	249	96
+	197	166
+	195	169
+	144	222
+	112	169
+	246	107
+	177	214
+	68	17
+	223	131
+	207	166
+	76	35
+	94	83
+	252	115
+	163	209
+	273	79
+	151	215
+	142	238
+	113	184
+	118	183
+	277	90
+	183	172
+	109	181
+	198	147
+	263	84
+	157	210
+	136	193
+	264	104
+	272	103
+	214	132
+	57	10
+	137	209
+	175	185
+	242	129
+	185	200
+	212	144
+	171	227
+	202	153
+	126	198
+	164	189
+	168	215
+	140	217
+	85	48
+	155	195
+	235	125
+	274	87
+	106	120
+	104	129
+	213	156
+	260	91
+	221	129
+	180	188
+	233	129
+	283	70
+	93	77
+	244	127
+	173	195
+	236	119
+	92	71
+	278	87
+	135	220
+	51	3
+	160	199
+	119	149
+	69	18
+	204	165
+	265	81
+	86	47
+	282	90
+	285	78
+	161	210
+	54	11
+	259	119
+	189	195
+	245	126
+	234	105
+	286	83
+	227	118
+	101	124
+	217	170
+	261	85
+	269	84
+	83	40
+	240	103
+	254	101
+	216	149
+	98	104
+	108	138
+	255	101
+	287	68
+	117	165
+	91	72
+	77	36
+	95	97
+	146	221
+	170	195
+	47	3
+	237	119
+	102	136
+	182	187
+	284	80
+	122	177
+	90	75
+	97	113
+	276	99
+	210	173
+	96	108
+	72	21
+	199	163
+	275	88
+	268	91
+	262	104
+	253	101
+	66	17
+	220	158
+	230	114
+	79	41
+	111	153
+	209	136
+	82	32
+	89	64
+	67	20
+	65	20
+	61	16
+	288	77
+	71	17
+	78	36
+	74	18
+	64	19
+	48	3
+	53	10
+	60	16
+	41	1
+	75	23
+	62	16
+	70	20
+	58	9
+	52	9
+	55	5
+	44	2
+	39	1
+	59	10
+	63	14
+	36	2
+	50	2
+	45	3
+	49	3
+	291	1
+	40	1
+	35	1
+	33	1
+	43	1
+	25	1
+	46	1
+	42	2
+	290	2
-	162	227
-	123	183
-	273	91
-	164	200
-	70	23
-	193	188
-	152	227
-	159	221
-	157	218
-	197	177
-	107	150
-	132	219
-	111	163
-	248	107
-	155	204
-	146	194
-	143	222
-	227	139
-	241	117
-	118	186
-	65	17
-	237	128
-	125	200
-	120	175
-	106	151
-	154	231
-	276	99
-	117	178
-	285	81
-	260	98
-	122	187
-	121	189
-	142	205
-	133	195
-	102	140
-	130	202
-	190	184
-	217	135
-	198	174
-	265	92
-	124	183
-	219	126
-	161	228
-	224	133
-	246	121
-	172	202
-	148	195
-	191	169
-	215	163
-	244	134
-	234	129
-	200	156
-	85	54
-	203	147
-	104	139
-	218	132
-	99	99
-	262	110
-	109	158
-	174	170
-	258	107
-	254	92
-	167	212
-	100	116
-	131	213
-	149	192
-	267	61
-	243	123
-	266	85
-	147	209
-	165	205
-	192	166
-	272	72
-	201	185
-	177	211
-	225	133
-	179	208
-	181	189
-	180	218
-	236	123
-	163	220
-	269	99
