# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	142	399
+	129	462
+	122	508
+	138	365
+	143	369
+	54	104
+	86	225
+	167	286
+	159	315
+	107	462
+	236	49
+	223	78
+	73	186
+	96	392
+	204	122
+	112	495
+	149	350
+	103	453
+	163	296
+	185	193
+	193	157
+	93	297
+	155	336
+	139	383
+	178	235
+	110	501
+	44	63
+	113	493
+	69	174
+	115	459
+	72	184
+	84	232
+	119	479
+	92	268
+	153	315
+	95	337
+	121	489
+	198	119
+	87	230
+	147	380
+	132	444
+	161	305
+	114	467
+	133	462
+	57	124
+	82	209
+	124	467
+	177	231
+	152	345
+	98	383
+	176	226
+	179	208
+	197	138
+	148	375
+	209	108
+	123	467
+	160	308
+	108	442
+	137	435
+	192	163
+	231	53
+	66	142
+	125	462
+	140	397
+	154	357
+	135	434
+	102	418
+	111	494
+	203	106
+	134	459
+	184	180
+	172	240
+	97	376
+	89	236
+	85	227
+	127	463
+	195	147
+	128	486
+	83	201
+	63	145
+	189	165
+	146	419
+	174	226
+	248	40
+	105	499
+	151	343
+	166	300
+	233	55
+	175	243
+	145	399
+	264	15
+	81	190
+	173	248
+	58	121
+	80	167
+	99	392
+	101	440
+	106	444
+	79	168
+	126	476
+	171	255
+	196	118
+	205	127
+	78	189
+	164	283
+	186	176
+	229	51
+	279	11
+	182	176
+	120	454
+	116	460
+	91	266
+	53	104
+	215	88
+	118	524
+	94	337
+	150	359
+	162	306
+	56	124
+	157	302
+	62	134
+	235	37
+	130	437
+	220	78
+	156	338
+	131	460
+	47	66
+	59	118
+	183	188
+	109	489
+	104	465
+	136	418
+	202	121
+	158	333
+	117	493
+	74	173
+	266	17
+	33	9
+	212	91
+	141	394
+	76	160
+	71	173
+	206	117
+	208	94
+	68	157
+	49	74
+	217	87
+	187	179
+	67	145
+	180	251
+	249	27
+	61	131
+	219	72
+	100	447
+	75	165
+	254	30
+	65	155
+	211	93
+	144	371
+	228	66
+	38	32
+	225	53
+	50	95
+	46	73
+	194	156
+	64	154
+	218	92
+	272	18
+	181	223
+	60	127
+	169	261
+	48	83
+	90	261
+	261	22
+	234	56
+	280	11
+	165	265
+	210	106
+	232	50
+	199	113
+	188	166
+	34	9
+	42	51
+	77	196
+	241	43
+	51	100
+	275	17
+	245	31
+	88	267
+	207	95
+	216	90
+	240	49
+	224	73
+	52	98
+	55	93
+	251	38
+	191	160
+	190	166
+	213	94
+	170	262
+	43	52
+	200	117
+	28	4
+	37	22
+	168	218
+	244	39
+	222	77
+	257	18
+	230	54
+	239	40
+	247	26
+	31	9
+	40	36
+	41	50
+	243	39
+	70	168
+	237	44
+	201	123
+	226	52
+	263	25
+	255	32
+	260	25
+	242	38
+	246	39
+	45	57
+	259	30
+	214	76
+	269	26
+	262	16
+	27	1
+	238	43
+	268	17
+	277	17
+	284	12
+	256	23
+	273	17
+	221	66
+	258	27
+	227	82
+	252	31
+	276	15
+	250	33
+	270	12
+	36	26
+	32	5
+	267	15
+	283	9
+	278	11
+	281	10
+	253	33
+	35	21
+	39	30
+	30	4
+	271	12
+	274	16
+	288	4
+	289	6
+	265	20
+	286	12
+	287	10
+	285	8
+	282	9
+	29	4
-	138	418
-	58	110
-	82	182
-	114	499
-	167	270
-	129	482
-	102	465
-	161	330
-	116	507
-	101	395
-	104	461
-	94	329
