# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	31	15
+	179	142
+	134	397
+	59	214
+	61	227
+	70	237
+	104	532
+	71	289
+	97	493
+	136	396
+	115	529
+	128	478
+	79	312
+	47	130
+	117	488
+	146	314
+	91	353
+	191	92
+	64	266
+	93	414
+	141	400
+	118	526
+	98	490
+	181	144
+	68	253
+	108	472
+	121	465
+	85	336
+	99	521
+	182	137
+	126	452
+	166	224
+	125	508
+	77	296
+	112	509
+	144	387
+	122	452
+	55	203
+	81	309
+	124	486
+	63	246
+	119	484
+	189	117
+	116	514
+	167	198
+	114	551
+	154	277
+	133	391
+	94	438
+	87	343
+	46	144
+	96	454
+	176	173
+	131	449
+	44	115
+	215	42
+	60	241
+	102	519
+	139	376
+	157	249
+	222	34
+	149	314
+	135	412
+	105	500
+	170	187
+	92	381
+	229	26
+	75	293
+	145	350
+	33	35
+	107	542
+	129	416
+	100	478
+	123	445
+	58	215
+	143	344
+	83	310
+	72	280
+	76	297
+	89	359
+	159	254
+	95	394
+	138	360
+	127	491
+	197	69
+	150	308
+	155	272
+	120	518
+	56	199
+	43	102
+	274	7
+	156	267
+	106	524
+	111	519
+	216	38
+	132	436
+	88	370
+	196	89
+	147	340
+	236	18
+	140	363
+	57	187
+	286	8
+	153	293
+	209	53
+	130	427
+	142	350
+	101	491
+	193	82
+	110	527
+	40	79
+	90	357
+	82	301
+	51	202
+	78	280
+	109	509
+	69	278
+	54	203
+	218	42
+	45	137
+	84	329
+	36	49
+	171	174
+	172	173
+	253	24
+	183	132
+	103	497
+	86	324
+	187	103
+	73	263
+	178	132
+	163	233
+	67	263
+	242	20
+	66	266
+	152	257
+	137	376
+	205	79
+	210	52
+	188	114
+	74	257
+	151	281
+	48	144
+	207	56
+	158	261
+	168	191
+	50	160
+	203	57
+	65	241
+	186	109
+	180	130
+	113	526
+	49	151
+	162	239
+	219	42
+	234	22
+	148	355
+	169	190
+	160	237
+	257	14
+	185	133
+	228	22
+	80	304
+	211	44
+	42	100
+	174	179
+	53	199
+	165	213
+	161	224
+	206	64
+	201	60
+	177	159
+	35	35
+	199	79
+	254	13
+	37	59
+	39	75
+	255	9
+	235	24
+	224	37
+	266	9
+	52	170
+	221	36
+	241	14
+	200	67
+	173	181
+	231	31
+	164	210
+	198	79
+	62	226
+	223	25
+	195	89
+	233	24
+	175	166
+	27	9
+	194	77
+	251	14
+	214	33
+	184	136
+	208	53
+	246	13
+	238	20
+	192	100
+	190	88
+	237	22
+	202	62
+	230	27
+	30	10
+	277	7
+	287	1
+	249	7
+	220	49
+	34	29
+	252	15
+	260	6
+	212	40
+	204	51
+	225	28
+	29	8
+	271	6
+	240	15
+	247	17
+	275	3
+	239	16
+	261	6
+	41	93
+	217	34
+	278	2
+	38	45
+	32	16
+	226	20
+	282	4
+	279	4
+	244	16
+	213	38
