# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	57	15
+	212	171
+	251	116
+	114	138
+	105	136
+	234	133
+	122	145
+	91	96
+	199	141
+	252	102
+	62	24
+	92	111
+	189	149
+	59	26
+	201	155
+	78	81
+	140	167
+	210	139
+	217	118
+	241	110
+	138	169
+	208	159
+	193	140
+	80	88
+	256	101
+	86	73
+	135	170
+	248	122
+	246	111
+	211	134
+	139	174
+	149	175
+	124	174
+	99	109
+	236	109
+	229	113
+	183	162
+	143	159
+	133	188
+	216	138
+	178	167
+	181	162
+	238	103
+	160	182
+	83	88
+	242	116
+	123	166
+	153	185
+	198	145
+	117	147
+	158	182
+	159	151
+	254	117
+	131	156
+	214	124
+	192	148
+	165	182
+	179	174
+	215	156
+	154	199
+	223	141
+	81	83
+	96	112
+	177	163
+	101	123
+	207	142
+	148	164
+	77	93
+	173	168
+	235	96
+	98	120
+	151	180
+	170	158
+	73	63
+	166	171
+	93	101
+	194	152
+	176	163
+	213	135
+	66	56
+	75	66
+	90	96
+	225	140
+	249	133
+	156	162
+	142	161
+	187	142
+	128	161
+	71	51
+	257	107
+	108	140
+	161	160
+	226	125
+	233	116
+	188	140
+	209	139
+	224	128
+	106	125
+	79	74
+	155	180
+	255	109
+	195	143
+	127	150
+	196	138
+	171	158
+	164	144
+	237	96
+	157	174
+	180	147
+	103	120
+	258	104
+	115	154
+	172	145
+	204	127
+	162	164
+	121	169
+	253	112
+	203	117
+	109	119
+	120	165
+	174	162
+	97	139
+	220	126
+	130	160
+	118	169
+	134	157
+	163	180
+	227	122
+	88	114
+	175	171
+	184	162
+	129	153
+	239	128
+	202	132
+	250	103
+	231	120
+	144	179
+	169	160
+	94	104
+	185	152
+	218	137
+	232	129
+	182	162
+	245	104
+	113	146
+	147	154
+	100	125
+	145	177
+	43	5
+	240	113
+	244	127
+	146	181
+	69	55
+	167	182
+	168	166
+	119	159
+	102	127
+	197	148
+	111	134
+	65	43
