# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	247	125
+	100	85
+	129	203
+	218	168
+	77	12
+	229	149
+	235	141
+	246	126
+	170	221
+	171	251
+	228	145
+	184	240
+	110	132
+	242	149
+	169	257
+	213	168
+	120	173
+	114	162
+	156	255
+	201	186
+	191	203
+	186	195
+	132	205
+	211	190
+	188	215
+	108	133
+	165	206
+	148	245
+	217	173
+	151	262
+	86	31
+	175	238
+	259	127
+	133	209
+	193	172
+	253	128
+	234	133
+	172	221
+	145	262
+	192	194
+	176	219
+	139	216
+	194	197
+	104	132
+	124	191
+	212	180
+	241	120
+	202	181
+	206	191
+	135	185
+	177	209
+	121	167
+	144	222
+	128	193
+	289	62
+	266	108
+	222	144
+	141	223
+	197	190
+	134	176
+	140	223
+	153	254
+	106	130
+	117	195
+	226	163
+	225	151
+	219	151
+	243	136
+	137	202
+	143	226
+	70	9
+	278	87
+	262	99
+	264	97
+	248	128
+	233	135
+	116	147
+	210	178
+	249	120
+	163	201
+	154	218
+	131	197
+	258	102
+	178	220
+	238	138
+	239	128
+	142	226
+	244	120
+	113	157
+	115	164
+	257	121
+	99	82
+	216	161
+	149	213
+	190	209
+	166	209
+	159	246
+	71	8
+	187	227
+	97	92
+	189	213
+	125	184
+	284	102
+	208	178
+	203	182
+	167	229
+	173	241
+	105	104
+	181	204
+	158	234
+	185	193
+	269	93
+	162	220
+	280	73
+	91	51
+	136	210
+	270	107
+	164	252
+	150	239
+	283	84
+	174	229
+	160	209
+	200	203
+	287	71
+	251	126
+	227	124
+	279	82
+	146	224
+	130	212
+	127	207
+	198	177
+	152	266
+	111	132
+	168	239
+	101	106
+	205	175
+	223	168
+	95	70
+	161	239
+	231	142
+	230	151
+	109	120
+	236	148
+	123	185
+	182	237
+	107	126
+	221	168
+	155	252
+	126	189
+	260	128
+	240	135
+	267	90
+	80	15
+	255	119
+	122	162
+	88	35
+	94	68
+	92	46
+	180	223
+	277	71
+	245	103
+	102	97
+	74	9
+	209	185
+	138	211
+	157	229
+	272	67
+	224	158
+	263	94
+	75	11
+	179	240
+	89	50
+	282	74
+	215	177
+	199	205
+	118	187
+	183	229
+	195	203
+	288	74
+	196	183
+	256	138
+	220	154
+	237	110
+	76	10
+	261	85
+	276	94
+	265	102
+	274	99
+	204	167
+	252	101
+	268	94
+	147	231
+	232	125
+	207	167
+	98	93
+	250	114
+	275	84
+	281	79
+	285	87
+	96	73
+	50	4
+	286	71
+	214	176
+	87	37
+	112	148
+	254	131
+	273	85
+	271	83
+	103	107
+	81	22
+	90	43
+	93	70
+	79	20
+	83	19
+	58	4
+	119	156
+	78	12
+	66	7
+	69	12
+	85	26
+	84	31
+	49	1
+	41	1
+	73	10
+	60	6
+	72	9
+	53	3
+	65	9
+	61	5
+	67	8
+	55	2
+	52	2
+	82	8
+	68	8
+	36	1
+	54	4
+	59	3
+	62	6
+	63	2
+	40	1
+	64	2
+	290	6
+	46	3
+	57	4
+	56	2
+	291	1
+	44	1
+	43	1
+	48	1
+	37	1
-	157	229
-	110	151
-	150	242
-	250	105
-	252	131
-	218	156
-	243	120
-	281	86
-	149	238
-	214	190
-	266	109
-	205	174
-	144	214
-	190	199
-	168	242
-	178	202
-	126	181
-	280	100
-	241	150
-	154	228
-	187	221
-	230	122
-	102	114
-	153	213
-	198	189
-	264	98
-	248	123
-	186	230
-	174	237
-	175	208
-	85	31
-	138	208
-	185	225
-	94	79
-	184	205
-	191	222
-	288	87
-	209	179
-	249	116
-	120	149
-	109	119
-	159	220
-	199	180
-	129	184
-	127	201
-	228	159
-	246	128
-	278	90
-	169	217
-	148	189
-	121	179
-	226	128
-	222	164
-	112	150
-	118	188
-	277	84
-	217	169
-	251	123
-	220	161
-	114	129
-	254	126
-	133	196
-	173	228
-	172	207
-	213	163
-	171	207
-	140	217
-	255	120
-	139	220
-	107	115
-	145	231
-	134	204
-	235	139
-	156	212
-	141	217
-	188	186
-	160	251
-	192	172
-	162	214
