# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	97	409
+	131	516
+	121	603
+	105	521
+	137	485
+	123	547
+	103	524
+	136	475
+	180	187
+	102	480
+	81	113
+	163	304
+	172	250
+	101	480
+	218	64
+	104	553
+	95	356
+	128	556
+	122	567
+	78	100
+	88	165
+	135	494
+	206	120
+	154	341
+	169	265
+	79	120
+	57	83
+	93	299
+	100	468
+	209	90
+	234	31
+	115	567
+	94	330
+	139	484
+	111	526
+	176	227
+	147	454
+	210	88
+	92	271
+	161	299
+	133	535
+	125	577
+	159	325
+	186	205
+	142	446
+	75	115
+	132	509
+	106	546
+	108	590
+	155	371
+	63	97
+	145	434
+	181	194
+	109	580
+	96	373
+	114	581
+	196	127
+	82	127
+	152	373
+	127	558
+	118	584
+	134	541
+	110	552
+	156	355
+	130	529
+	150	397
+	289	4
+	124	546
+	113	572
+	116	602
+	99	447
+	222	56
+	107	573
+	168	281
+	146	417
+	151	402
+	86	157
+	189	141
+	55	54
+	120	585
+	183	184
+	126	556
+	177	206
+	98	450
+	185	187
+	166	264
+	157	339
+	144	436
+	119	583
+	162	304
+	164	336
+	202	116
+	117	595
+	90	221
+	192	129
+	153	358
+	194	143
+	212	77
+	174	223
+	233	51
+	149	382
+	231	37
+	244	26
+	148	411
+	129	484
+	226	55
+	62	81
+	165	283
+	205	97
+	178	205
+	68	85
+	241	32
+	143	408
+	138	485
+	91	240
+	83	134
+	85	138
+	204	87
+	238	34
+	221	57
+	56	66
+	175	218
+	160	294
+	179	210
+	167	261
+	220	77
+	141	415
+	158	328
+	80	106
+	173	222
+	140	479
+	72	108
+	84	158
+	191	159
+	277	12
+	69	87
+	65	84
+	51	65
+	45	48
+	58	69
+	48	48
+	230	48
+	70	99
+	214	81
+	228	56
+	232	42
+	215	77
+	198	122
+	217	51
+	250	15
+	261	14
+	227	41
+	207	93
+	190	151
+	200	104
+	203	89
+	71	97
+	49	53
+	87	192
+	213	84
+	73	96
+	170	226
+	112	545
+	193	132
+	208	85
+	187	166
+	188	159
+	242	30
+	171	276
+	77	101
+	46	47
+	201	124
+	76	103
+	225	53
+	269	18
+	59	72
+	260	14
+	229	48
+	89	224
+	256	16
+	61	81
+	253	19
+	258	22
+	199	102
+	219	58
+	53	56
+	223	61
+	195	118
+	34	17
+	184	167
+	66	89
+	41	33
+	247	18
+	52	67
+	67	87
+	265	20
+	267	14
+	252	22
+	74	102
+	182	178
+	216	73
+	243	33
+	272	12
+	60	70
+	211	82
+	50	42
+	237	35
+	239	37
+	47	54
+	249	25
+	43	32
+	251	22
+	54	68
+	281	5
+	197	119
+	38	23
+	285	4
+	236	24
+	255	18
+	39	17
+	263	15
+	268	10
+	64	77
+	240	39
+	271	14
+	37	20
+	262	13
+	257	20
+	246	16
+	40	30
+	224	61
+	235	36
+	259	21
+	266	13
+	274	11
+	280	9
+	245	36
+	248	25
+	42	30
+	282	10
+	44	40
+	254	13
+	278	13
+	275	9
+	36	12
+	270	12
+	264	11
+	32	3
+	35	10
+	273	11
+	279	12
+	30	4
+	28	1
+	284	11
+	286	6
+	29	4
+	33	4
+	276	10
+	283	6
+	287	5
+	288	4
+	31	3
+	27	1
+	291	1
-	50	58
-	184	200
-	216	81
-	111	583
-	87	189
-	175	229
-	108	587
-	99	473
-	101	486
-	189	150
-	88	215
-	104	553
-	147	407
-	124	530
-	113	549
-	177	211
-	114	580
-	106	538
-	142	489
-	129	559
-	205	99
-	103	556
-	169	243
-	138	463
-	94	364
-	115	617
-	199	119
-	131	546
-	256	24
-	109	562
-	121	583
-	75	102
-	247	26
-	265	15
-	45	34
-	171	266
-	119	608
-	163	328
-	100	475
-	153	379
-	157	330
-	241	33
-	102	516
-	152	383
-	239	47
-	150	425
-	160	356
-	165	278
-	132	522
-	90	219
-	140	438
-	167	266
-	130	533
-	82	122
-	141	461
-	161	297
-	155	356
-	214	60
-	172	244
-	192	149
-	126	537
-	179	179
-	93	269
-	134	511
-	60	75
-	52	56
-	110	612
-	231	39
-	257	19
-	262	17
-	158	368
-	200	127
-	120	585
-	112	610
-	139	464
-	56	68
-	116	610
-	176	249
-	151	384
-	181	186
-	178	218
-	92	257
-	148	425
-	97	410
-	135	524
-	123	524
-	248	24
-	79	106
-	203	90
-	117	604
-	84	147
-	168	261
-	143	426
-	159	308
-	136	447
-	233	35
-	118	581
-	193	139
-	266	11
-	174	226
-	154	359
-	243	33
-	164	320
-	137	474
-	64	90
-	98	418
-	183	171
-	59	59
-	166	254
-	204	112
-	133	510
-	65	71
-	188	154
-	55	63
-	85	160
-	70	97
-	149	386
-	125	565
-	185	182
-	39	20
-	156	334
-	53	72
-	49	59
-	73	93
-	170	243
-	144	448
-	195	117
-	96	385
-	37	13
-	191	130
-	107	548
-	206	92
-	198	124
-	223	62
-	122	563
-	105	557
-	202	117
-	196	137
-	249	27
-	58	76
-	197	127
-	220	66
-	226	58
-	180	187
-	76	103
-	162	305
-	187	171
-	211	87
-	145	409
-	95	346
-	128	520
-	51	45
-	186	175
-	263	13
-	146	411
-	218	71
-	68	78
-	190	150
-	208	84
-	127	511
