# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	137	449
+	168	159
+	148	316
+	117	658
+	124	576
+	110	724
+	106	687
+	93	462
+	112	683
+	156	277
+	133	465
+	160	229
+	108	716
+	224	31
+	136	383
+	183	116
+	119	633
+	96	542
+	164	211
+	185	99
+	109	713
+	213	34
+	155	256
+	123	589
+	114	656
+	78	198
+	116	678
+	163	201
+	150	317
+	191	100
+	196	53
+	205	54
+	84	198
+	159	238
+	118	645
+	98	605
+	113	678
+	140	441
+	103	702
+	94	505
+	91	344
+	129	516
+	144	371
+	61	157
+	145	366
+	85	194
+	131	540
+	95	504
+	107	717
+	126	563
+	120	669
+	122	677
+	187	97
+	141	418
+	162	217
+	43	45
+	151	291
+	161	197
+	199	53
+	169	153
+	111	673
+	127	591
+	182	114
+	56	118
+	49	80
+	130	513
+	135	464
+	228	24
+	47	75
+	99	627
+	115	705
+	105	662
+	143	391
+	134	490
+	231	27
+	142	335
+	101	633
+	45	47
+	128	508
+	66	133
+	193	88
+	265	9
+	79	200
+	100	659
+	90	328
+	39	28
+	62	117
+	92	399
+	152	298
+	88	274
+	86	249
+	132	513
+	104	730
+	171	157
+	58	138
+	165	190
+	189	91
+	146	370
+	70	168
+	174	161
+	102	705
+	173	165
+	97	552
+	195	71
+	147	330
+	71	140
+	55	106
+	67	169
+	181	138
+	82	209
+	180	126
+	175	148
+	73	177
+	65	161
+	75	177
+	125	620
+	41	50
+	220	33
+	52	89
+	170	186
+	121	626
+	149	293
+	138	407
+	223	35
+	89	323
+	153	297
+	227	21
+	50	89
+	157	233
+	275	2
+	68	150
+	167	183
+	166	184
+	139	441
+	59	132
+	229	34
+	207	42
+	225	24
+	172	155
+	154	281
+	188	94
+	64	149
+	186	92
+	53	110
+	202	47
+	87	262
+	51	84
+	76	191
+	54	104
+	177	141
+	246	13
+	158	238
+	215	37
+	83	218
+	179	140
+	203	63
+	197	73
+	192	85
+	176	135
+	194	82
+	251	6
+	256	6
