# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	133	491
+	118	599
+	94	368
+	99	502
+	169	269
+	272	12
+	200	120
+	164	266
+	144	482
+	101	518
+	156	326
+	124	576
+	148	396
+	197	132
+	123	545
+	149	389
+	75	113
+	112	580
+	143	442
+	160	307
+	95	420
+	136	431
+	114	568
+	137	512
+	180	203
+	134	515
+	138	464
+	139	472
+	216	70
+	126	526
+	57	68
+	135	472
+	92	314
+	109	571
+	105	577
+	154	365
+	110	583
+	98	480
+	192	123
+	116	570
+	187	168
+	140	428
+	77	121
+	52	54
+	117	592
+	96	483
+	113	594
+	121	553
+	186	179
+	225	60
+	115	548
+	54	50
+	194	164
+	158	304
+	161	287
+	163	287
+	100	502
+	224	53
+	80	144
+	227	53
+	218	64
+	106	543
+	119	568
+	81	134
+	125	563
+	88	233
+	63	80
+	103	532
+	179	228
+	104	540
+	213	90
+	151	364
+	107	615
+	97	449
+	129	547
+	86	193
+	153	359
+	236	39
+	204	102
+	146	380
+	177	199
+	168	258
+	127	539
+	285	7
+	178	215
+	59	65
+	141	473
+	209	69
+	64	76
+	58	77
+	235	33
+	142	424
+	185	154
+	102	512
+	155	367
+	214	61
+	128	532
+	167	277
+	111	576
+	172	233
+	258	26
+	219	54
+	170	252
+	147	432
+	132	486
+	108	546
+	240	33
+	229	39
+	181	214
+	122	548
+	190	166
+	93	341
+	131	509
+	231	34
+	145	421
+	188	166
+	165	264
+	159	307
+	78	118
+	130	500
+	171	254
+	259	13
+	48	50
+	173	244
+	208	102
+	198	103
+	90	266
+	71	113
+	191	158
+	207	96
+	74	108
+	76	132
+	183	184
+	162	310
+	39	18
+	254	31
+	152	374
+	222	67
+	82	145
+	84	150
+	166	236
+	61	66
+	184	184
+	70	110
+	47	39
+	69	121
+	193	139
+	202	107
+	196	116
+	150	355
+	44	24
+	223	59
+	215	84
+	174	232
+	91	280
+	217	80
+	87	194
+	55	59
+	232	33
+	85	162
+	201	117
+	220	70
+	120	534
+	56	79
+	176	230
+	271	10
+	211	102
+	245	31
+	157	323
+	221	63
+	264	17
+	175	209
+	73	113
+	242	30
+	67	117
+	210	70
+	243	24
+	53	56
+	29	1
+	72	117
+	288	7
+	79	124
+	89	244
+	206	85
+	199	120
+	51	55
+	182	184
+	83	170
+	247	31
+	203	97
+	274	9
+	237	35
+	281	11
+	230	54
+	195	106
+	267	15
+	62	81
+	256	25
+	261	18
+	233	29
+	68	99
+	252	24
+	239	26
+	49	61
+	205	106
+	45	48
+	66	95
+	226	49
+	234	47
+	32	3
+	283	10
+	189	118
+	286	7
+	60	66
+	253	21
+	248	26
+	50	52
+	265	12
+	34	6
+	277	10
+	260	23
+	251	28
+	270	11
+	250	18
+	275	10
+	228	49
+	40	17
+	212	71
+	244	25
+	43	30
+	249	22
+	246	31
+	38	14
+	269	11
+	46	37
+	287	16
+	238	38
+	289	6
+	42	31
+	279	10
+	37	13
+	262	15
+	65	90
+	266	11
+	241	24
+	268	13
+	36	11
+	41	35
+	276	8
+	280	13
+	257	15
+	278	6
+	282	9
+	273	8
+	284	5
+	263	13
+	255	17
+	31	4
+	33	5
+	35	1
+	25	1
+	30	2
+	26	1
-	111	547
-	88	217
-	77	134
-	102	554
-	90	271
-	164	256
-	150	401
-	114	580
-	255	21
-	127	515
-	117	586
-	149	391
-	163	290
-	122	514
-	133	497
-	181	205
-	53	67
-	137	430
-	186	188
-	136	477
-	120	571
-	119	563
-	98	453
-	246	27
-	200	103
-	97	455
-	80	166
-	142	417
-	243	38
-	95	416
-	131	480
-	219	71
-	214	67
-	116	599
-	128	527
-	183	183
-	83	161
-	118	617
-	146	384
-	126	518
-	153	346
-	106	595
-	182	167
-	75	129
-	141	422
-	109	586
-	155	357
-	162	300
-	157	334
-	190	164
-	165	252
-	271	15
-	112	562
-	104	512
-	208	71
-	68	95
-	58	70
-	140	488
-	101	476
-	70	113
-	154	350
-	124	567
-	175	216
-	108	596
-	73	112
-	215	73
-	85	176
-	107	642
-	94	386
-	103	575
-	130	502
-	156	359
-	166	263
-	184	191
-	139	477
-	55	64
