Cch-CAL_001-5H-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CCS_001-6D-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CCS_003-2C-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CCS_003-2C-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CCS_004-11H-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CCS_004-11H-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWAL_002-9F-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWAL_002-9F-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWBL_231-1A-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWBL_231-1A-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWCL_012-6B-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWCL_012-6B-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWCL_020-7A-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWCL_020-7A-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWCL_026-5F-lcwgs-1-2.r1.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
Cch-CWCL_026-5F-lcwgs-1-2.r2.fq.gz: gzip compressed data, from Unix, original size modulo 2^32 0
