# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	206	164
+	282	94
+	127	201
+	161	201
+	184	189
+	270	103
+	152	193
+	188	202
+	173	198
+	141	215
+	168	210
+	147	192
+	220	153
+	133	195
+	81	35
+	118	177
+	243	126
+	112	161
+	200	189
+	80	30
+	227	147
+	215	193
+	209	170
+	90	55
+	131	190
+	277	96
+	198	178
+	260	115
+	269	110
+	69	21
+	85	35
+	175	216
+	125	186
+	287	104
+	146	217
+	201	181
+	222	170
+	101	114
+	126	190
+	111	178
+	231	150
+	186	188
+	113	152
+	251	104
+	253	122
+	226	164
+	212	171
+	142	236
+	205	174
+	98	87
+	254	108
+	158	236
+	230	128
+	213	195
+	274	98
+	286	84
+	187	187
+	191	208
+	116	169
+	139	208
+	87	49
+	196	197
+	171	199
+	107	138
+	192	193
+	183	205
+	224	136
+	247	142
+	151	235
+	281	100
+	210	148
+	232	134
+	233	136
+	76	37
+	234	147
+	159	211
+	167	221
+	216	179
+	272	108
+	109	153
+	258	120
+	138	200
+	143	223
+	137	207
+	134	191
+	140	215
+	136	211
+	174	210
+	266	90
+	114	148
+	108	147
+	204	162
+	135	201
+	156	230
+	214	169
+	91	56
+	157	212
+	176	228
+	255	113
+	124	177
+	178	226
+	197	199
+	100	130
+	129	191
+	128	185
+	238	137
+	221	180
+	153	205
+	225	167
+	271	90
+	166	215
+	211	185
+	123	195
+	89	65
+	194	195
+	195	201
+	154	254
+	244	123
+	165	206
+	96	102
+	78	28
+	150	229
+	257	108
+	193	201
+	121	189
+	245	118
+	202	196
+	223	184
+	217	192
+	181	193
+	93	78
+	208	186
+	122	179
+	242	147
+	273	105
+	103	135
+	189	200
+	190	191
+	256	121
+	278	80
+	185	194
+	249	128
+	144	195
+	119	166
+	106	160
+	164	218
+	263	105
+	279	65
+	160	185
+	163	233
+	218	154
+	59	24
+	177	200
+	228	169
+	264	94
+	115	157
+	105	131
+	73	30
+	117	173
+	132	204
+	170	193
+	246	129
+	169	182
+	207	173
+	199	189
+	180	227
+	229	162
+	102	131
+	172	191
+	155	221
+	261	133
+	83	54
+	130	219
+	203	190
+	239	151
+	104	136
+	236	144
+	95	95
+	149	212
+	280	77
+	219	168
+	162	208
+	179	216
+	182	205
+	61	14
+	92	76
+	110	138
+	259	135
+	53	10
+	99	120
+	268	113
+	145	190
+	262	97
+	240	110
+	250	127
+	275	85
+	289	76
+	86	56
