# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	146	392
+	175	205
+	189	128
+	163	275
+	114	556
+	148	326
+	105	577
+	115	582
+	89	284
+	229	42
+	58	145
+	136	453
+	116	520
+	180	179
+	152	325
+	118	527
+	166	246
+	122	513
+	177	184
+	88	267
+	138	396
+	50	97
+	160	274
+	68	194
+	56	128
+	225	37
+	178	177
+	230	36
+	111	571
+	241	24
+	212	64
+	159	308
+	145	402
+	107	562
+	83	192
+	201	110
+	109	612
+	103	524
+	91	307
+	71	171
+	184	162
+	117	543
+	127	495
+	126	478
+	104	510
+	155	296
+	86	211
+	110	588
+	194	110
+	199	80
+	102	537
+	141	400
+	34	22
+	67	164
+	92	333
+	134	483
+	98	454
+	124	522
+	125	528
+	135	459
+	97	428
+	143	350
+	137	453
+	123	524
+	121	515
+	69	151
+	99	510
+	183	176
+	48	69
+	140	413
+	90	292
+	55	125
+	113	578
+	108	532
+	153	306
+	171	200
+	179	187
+	76	183
+	47	93
+	95	432
+	196	95
+	119	496
+	132	506
+	73	190
+	133	416
+	207	87
+	112	547
+	77	183
+	151	365
+	131	477
+	128	503
+	147	354
+	100	490
+	87	243
+	164	241
+	244	24
+	254	15
+	101	499
+	142	402
+	51	130
+	79	198
+	259	16
+	82	227
+	167	234
+	64	193
+	216	53
+	94	392
+	41	53
+	203	70
+	182	177
+	130	516
+	202	96
+	156	312
+	181	181
+	246	24
+	187	128
+	174	221
+	149	359
+	158	321
+	96	442
+	139	418
+	150	328
+	247	21
+	70	174
+	129	506
+	157	319
+	81	213
+	85	208
+	84	234
+	45	87
+	283	6
+	59	159
+	192	114
+	93	380
+	57	164
+	169	212
+	120	514
+	43	58
+	144	405
+	80	194
+	161	283
+	235	30
+	42	63
+	154	339
+	72	164
+	62	135
+	53	116
+	253	25
+	75	187
+	40	59
+	165	247
+	172	180
+	61	134
+	193	119
+	232	40
+	54	135
+	170	239
+	210	56
+	106	577
+	74	169
+	198	116
+	186	144
+	220	50
+	208	72
+	66	157
+	255	16
+	63	131
+	195	105
+	36	30
+	52	132
+	282	6
+	218	64
+	65	168
+	234	31
+	217	55
+	261	11
+	190	121
+	168	224
+	44	64
+	185	170
+	78	180
+	213	53
+	173	233
+	209	52
+	214	67
+	176	204
+	223	58
+	162	270
+	188	121
+	274	9
+	200	84
+	228	38
+	243	32
+	272	8
+	269	9
+	60	139
+	215	47
+	35	20
+	222	45
+	31	6
+	38	63
+	49	86
+	206	91
+	221	55
+	191	103
+	204	82
+	46	87
+	205	77
+	252	17
+	237	21
+	226	39
+	224	39
+	197	102
+	263	13
+	284	5
+	270	14
+	211	59
+	33	21
+	260	11
+	238	29
+	278	8
+	264	9
+	227	43
+	239	25
+	32	9
+	251	13
+	231	32
+	266	11
+	233	39
