# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	197	189
+	135	202
+	96	78
+	181	199
+	154	208
+	175	199
+	163	238
+	245	131
+	146	202
+	191	190
+	111	149
+	185	198
+	178	229
+	248	106
+	173	212
+	140	211
+	179	225
+	225	145
+	211	167
+	195	197
+	199	202
+	94	78
+	123	177
+	171	217
+	215	185
+	220	174
+	187	212
+	184	211
+	147	221
+	160	209
+	219	163
+	164	228
+	137	208
+	183	198
+	176	227
+	162	195
+	234	146
+	74	25
+	268	88
+	151	226
+	192	199
+	115	154
+	91	73
+	82	39
+	110	150
+	161	256
+	198	181
+	152	201
+	172	208
+	168	210
+	238	134
+	235	146
+	148	208
+	207	173
+	107	155
+	72	19
+	266	109
+	127	202
+	118	170
+	155	203
+	139	207
+	143	224
+	121	183
+	214	186
+	145	219
+	217	200
+	274	103
+	247	136
+	144	230
+	133	192
+	209	188
+	200	171
+	153	198
+	165	190
+	101	127
+	289	82
+	244	127
+	130	180
+	169	198
+	277	89
+	131	215
+	177	198
+	80	33
+	239	131
+	170	186
+	90	53
+	272	109
+	156	233
+	86	53
+	112	146
+	157	191
+	264	95
+	41	7
+	229	138
+	124	208
+	103	120
+	287	82
+	95	95
+	104	124
+	224	150
+	250	121
+	212	172
+	100	118
+	213	167
+	228	160
+	208	202
+	134	199
+	216	160
+	126	165
+	202	188
+	125	172
+	193	199
+	117	162
+	243	136
+	136	210
+	242	109
+	166	217
+	122	172
+	182	246
+	241	129
+	205	147
+	116	176
+	256	117
+	167	201
+	230	115
+	226	141
+	52	13
+	180	203
+	249	137
+	194	175
+	232	150
+	87	53
+	141	223
+	273	95
+	288	79
+	138	199
+	227	165
+	113	172
+	206	183
+	105	126
+	97	83
+	233	166
+	174	228
+	257	114
+	89	50
+	253	140
+	283	66
+	142	215
+	98	93
+	255	113
+	285	83
+	246	142
+	128	212
+	271	93
+	189	192
+	73	31
+	79	40
+	159	194
+	83	37
+	78	29
+	223	164
+	149	219
+	278	98
+	106	143
+	196	212
+	158	182
+	261	112
+	108	150
+	190	196
+	258	105
+	201	185
+	55	12
+	93	74
+	188	194
+	275	109
+	210	186
+	279	89
+	281	79
+	39	4
+	237	141
+	251	116
+	99	98
+	252	118
+	218	176
+	150	229
+	260	132
+	56	12
+	282	98
+	129	199
+	222	152
+	119	195
+	186	189
+	132	190
+	236	116
+	284	89
+	265	79
+	276	80
+	64	29
+	231	140
+	81	35
+	259	116
+	70	25
+	280	90
+	240	122
+	204	183
+	263	112
+	85	45
+	120	179
+	203	198
+	51	11
+	254	115
+	262	111
+	65	24
+	267	93
+	286	85
+	71	33
+	270	105
+	84	44
+	88	67
+	114	136
+	109	125
+	57	22
+	76	35
+	221	170
+	102	123
+	69	25
+	54	14
+	43	9
+	92	78
+	47	12
+	67	24
+	59	15
+	49	15
+	269	83
+	48	6
+	77	19
+	62	14
+	45	10
+	68	22
+	58	19
+	61	11
+	44	6
+	50	12
+	63	15
+	53	19
+	66	13
+	46	8
+	34	3
+	75	17
+	42	5
+	60	10
+	32	1
+	37	4
+	26	1
+	30	1
+	35	2
+	290	2
+	36	1
+	294	1
+	40	2
+	27	1
+	293	1
-	219	159
-	112	171
-	111	169
-	149	254
-	181	180
-	196	201
-	119	176
-	169	208
-	264	118
-	107	146
-	152	227
-	183	210
-	128	197
-	252	127
-	150	206
-	210	167
-	267	111
-	162	207
-	247	144
-	154	211
-	202	191
-	192	198
-	90	73
-	129	170
-	139	232
-	116	159
-	157	211
-	283	83
-	168	249
-	153	230
-	59	13
-	195	206
-	159	222
-	144	205
-	113	165
-	282	77
-	160	203
-	184	217
-	249	121
-	166	229
-	243	136
-	262	95
-	178	211
-	148	239
-	151	222
-	173	228
-	164	245
-	180	199
-	248	130
-	258	132
-	126	206
-	197	194
-	281	95
-	145	206
-	146	221
-	226	149
-	246	132
-	95	97
-	200	183
-	253	107
-	232	146
-	216	171
-	236	145
-	137	229
-	110	133
-	201	194
-	191	208
-	118	192
-	189	207
-	206	176
-	132	199
-	240	132
-	73	30
-	138	188
-	218	150
-	98	94
-	237	136
-	276	85
