# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	198	168
+	195	157
+	275	90
+	196	137
+	146	166
+	290	6
+	185	185
+	248	107
+	261	88
+	130	134
+	179	153
+	131	149
+	108	100
+	197	193
+	165	188
+	83	10
+	202	157
+	139	154
+	190	149
+	212	148
+	184	170
+	289	84
+	247	112
+	211	150
+	279	99
+	204	147
+	160	165
+	123	113
+	136	128
+	112	99
+	171	161
+	253	115
+	280	108
+	122	121
+	176	178
+	199	145
+	110	101
+	150	160
+	135	148
+	142	161
+	97	56
+	168	178
+	228	120
+	166	176
+	222	146
+	120	95
+	104	74
+	189	160
+	188	155
+	241	104
+	137	136
+	260	106
+	244	124
+	141	166
+	143	161
+	103	76
+	232	125
+	181	164
+	162	164
+	191	155
+	178	171
+	175	162
+	252	123
+	128	124
+	164	164
+	186	170
+	119	109
+	192	169
+	238	108
+	203	144
+	250	128
+	229	122
+	133	153
+	187	158
+	163	152
+	272	103
+	220	136
+	218	142
+	246	107
+	174	166
+	224	123
+	282	82
+	156	180
+	155	160
+	172	171
+	132	151
+	242	132
+	281	101
+	113	112
+	152	173
+	243	123
+	227	135
+	118	117
+	266	115
+	214	128
+	194	172
+	180	159
+	268	84
+	235	115
+	157	177
+	237	120
+	169	146
+	219	173
+	286	85
+	115	108
+	148	173
+	134	141
+	159	141
+	69	10
+	209	153
+	116	96
+	210	130
+	206	147
+	173	184
+	182	174
+	177	154
+	288	82
+	270	105
+	170	153
+	126	156
+	111	109
+	263	98
+	225	155
+	208	132
+	256	121
+	117	90
+	217	134
+	147	151
+	234	130
+	240	107
+	258	117
+	226	135
+	161	152
+	167	179
+	151	171
+	138	131
+	277	101
+	121	112
+	127	134
+	183	145
+	271	102
+	245	113
+	125	109
+	215	158
+	251	107
+	262	91
+	221	123
+	283	96
+	109	88
+	264	106
+	254	112
+	236	118
+	259	119
+	153	154
+	158	169
+	99	64
+	107	74
+	207	138
+	101	64
+	284	98
+	106	78
+	100	72
+	94	38
+	98	60
+	43	1
+	144	142
+	267	85
+	233	108
+	274	92
+	231	166
+	213	119
+	140	152
+	216	123
+	96	55
+	269	91
+	90	21
+	257	128
+	124	117
+	205	136
+	193	150
+	273	103
+	223	137
+	86	12
+	65	3
+	114	94
+	265	84
+	72	8
+	230	128
+	102	63
+	287	93
+	249	104
+	201	135
+	276	111
+	255	103
+	154	152
+	149	152
+	285	89
+	78	9
+	67	5
+	145	161
+	129	159
+	92	35
+	93	44
+	239	117
+	105	83
+	278	106
+	76	8
+	200	132
+	56	3
+	51	1
+	80	10
+	60	3
+	87	13
+	84	5
+	82	10
+	95	50
+	88	28
+	57	4
+	79	14
+	73	9
+	89	23
+	71	9
+	85	27
+	62	6
+	59	3
+	70	9
+	66	6
+	75	7
+	55	1
+	68	5
+	54	5
+	61	4
+	64	5
+	81	10
+	77	5
+	48	2
+	74	5
+	47	2
+	91	31
+	45	2
+	58	2
+	63	2
+	40	1
+	50	1
+	52	2
+	53	2
+	39	1
+	49	3
-	178	166
-	242	108
-	192	163
-	126	122
-	248	138
-	197	135
-	230	126
-	228	120
-	111	99
-	144	175
-	219	130
-	107	89
-	265	91
-	237	129
-	236	156
-	127	130
-	254	128
-	243	121
-	129	154
-	112	104
-	253	119
-	182	152
-	289	118
-	255	122
-	157	164
-	282	82
-	142	131
-	169	150
-	210	143
-	133	158
-	150	171
-	171	172
-	135	145
-	184	157
-	147	170
-	152	143
-	225	107
-	196	130
-	206	145
-	203	129
-	164	159
-	165	163
-	233	113
-	148	151
-	263	102
-	240	123
-	151	163
-	205	159
-	266	108
-	215	140
-	252	115
-	167	165
-	247	116
-	235	127
-	257	122
-	276	103
-	168	186
-	288	93
-	194	162
-	130	144
-	145	159
-	251	131
-	176	159
-	286	88
-	179	163
-	279	122
-	172	157
-	199	142
-	281	112
-	209	124
-	201	152
-	128	146
-	259	108
-	77	10
-	134	137
-	100	55
-	143	152
-	146	166
-	119	127
-	222	124
-	274	103
-	160	169
-	189	160
-	99	62
-	241	103
-	207	144
-	166	182
-	284	108
-	211	137
