# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	240	113
+	245	129
+	247	97
+	193	113
+	209	120
+	105	64
+	143	114
+	202	104
+	184	131
+	225	92
+	130	88
+	135	99
+	248	101
+	180	125
+	195	138
+	163	101
+	231	113
+	192	106
+	127	82
+	190	108
+	164	119
+	144	104
+	227	126
+	239	118
+	277	94
+	221	127
+	280	102
+	104	53
+	146	107
+	254	129
+	223	119
+	214	93
+	131	114
+	159	121
+	281	84
+	233	105
+	208	107
+	121	87
+	271	78
+	133	84
+	178	117
+	183	138
+	286	85
+	177	108
+	109	47
+	188	116
+	260	97
+	140	92
+	156	115
+	73	3
+	222	113
+	215	118
+	125	85
+	110	65
+	203	141
+	137	99
+	267	90
+	216	108
+	174	114
+	235	99
+	172	129
+	189	120
+	257	105
+	228	114
+	282	91
+	196	132
+	138	103
+	155	115
+	211	126
+	168	106
+	249	97
+	224	131
+	158	112
+	275	100
+	91	19
+	145	104
+	194	127
+	259	117
+	255	96
+	89	25
+	207	107
+	134	97
+	154	119
+	244	115
+	241	99
+	150	122
+	243	120
+	206	107
+	258	107
+	200	107
+	199	93
+	106	66
+	167	123
+	162	126
+	185	132
+	102	51
+	253	112
+	99	51
+	220	122
+	187	134
+	212	120
+	278	99
+	107	57
+	165	127
+	142	110
+	113	54
+	96	32
+	148	118
+	230	105
+	129	93
+	283	105
+	229	95
+	272	100
+	181	100
+	242	92
+	217	125
+	128	104
+	94	26
+	124	71
+	256	110
+	218	120
+	238	98
+	87	16
+	274	94
+	262	95
+	264	85
+	250	116
+	122	76
+	252	96
+	205	122
+	170	113
+	176	110
+	182	110
+	112	58
+	123	83
+	173	123
+	111	54
+	116	71
+	186	112
+	197	134
+	288	91
+	268	100
+	269	94
+	119	80
+	157	119
+	114	57
+	160	113
+	210	121
+	136	109
+	234	104
+	161	108
+	120	70
+	97	30
+	141	92
+	179	115
