# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	178	122
+	203	115
+	159	124
+	193	107
+	253	112
+	209	131
+	145	145
+	241	111
+	215	113
+	244	95
+	198	144
+	231	108
+	190	120
+	135	108
+	125	124
+	238	122
+	166	148
+	149	132
+	155	118
+	202	137
+	258	106
+	168	141
+	91	58
+	108	113
+	172	129
+	245	122
+	227	77
+	104	106
+	143	142
+	194	137
+	161	117
+	220	128
+	250	104
+	184	143
+	232	120
+	192	129
+	139	133
+	235	131
+	68	35
+	177	137
+	98	70
+	112	105
+	153	140
+	90	83
+	152	107
+	174	126
+	86	59
+	200	124
+	252	108
+	114	99
+	254	113
+	154	137
+	160	123
+	242	90
+	148	147
+	80	57
+	146	130
+	111	99
+	100	79
+	257	120
+	140	132
+	164	145
+	176	126
+	206	138
+	130	112
+	115	86
+	136	154
+	188	125
+	218	104
+	95	75
+	185	118
+	211	149
+	45	4
+	247	112
+	129	132
+	126	115
+	216	116
+	101	99
+	128	106
+	156	128
+	137	139
+	107	124
+	173	134
+	237	119
+	201	113
+	109	102
+	144	129
+	228	96
+	66	33
+	106	95
+	207	126
+	191	130
+	127	128
+	199	145
+	165	108
+	196	96
+	82	43
+	248	110
+	189	136
+	255	117
+	97	75
+	182	147
+	246	100
+	122	105
+	85	70
+	141	131
+	94	87
+	81	68
+	179	99
+	83	50
+	105	95
+	142	120
+	170	132
+	117	117
+	76	39
+	158	128
+	183	135
+	224	120
+	54	14
+	243	118
+	236	92
+	208	123
+	181	128
+	52	9
+	162	140
+	210	142
+	226	116
+	214	113
+	113	114
+	195	146
+	249	103
+	67	28
+	240	111
+	58	15
+	225	128
+	222	108
+	74	36
+	121	108
+	124	121
+	88	60
+	169	142
+	69	49
+	99	90
+	212	113
+	92	69
+	256	103
+	60	23
+	221	127
+	72	47
+	93	74
+	205	114
+	187	107
+	180	137
+	133	117
+	64	27
+	150	133
+	175	131
+	71	42
+	89	75
+	230	104
+	78	60
+	70	29
+	219	130
+	131	135
+	239	100
+	167	139
+	103	88
+	138	125
+	157	113
+	259	109
+	163	141
+	171	138
+	118	114
+	213	115
+	73	38
+	120	127
+	147	109
+	87	73
+	229	122
+	234	117
+	123	110
+	62	30
+	116	109
+	223	118
+	119	89
+	217	121
+	151	129
+	251	105
+	204	112
+	38	4
+	233	99
+	197	122
+	77	49
+	79	42
+	110	98
+	46	8
+	186	114
+	63	21
+	96	75
+	134	109
+	59	16
+	132	118
+	48	8
+	65	33
+	84	62
+	102	81
+	75	48
+	57	20
+	53	12
+	55	11
+	61	21
+	56	13
+	29	1
+	43	6
+	51	4
+	39	2
+	41	2
+	49	7
+	35	2
+	44	6
+	36	2
+	42	6
+	32	1
+	40	3
+	47	4
+	28	1
+	30	1
+	260	1
+	37	1
+	33	1
+	34	2
+	50	2
+	31	1
-	146	113
-	122	113
-	245	103
-	149	142
-	98	82
-	210	116
-	163	127
-	233	131
-	185	149
-	205	118
-	110	100
-	102	74
-	136	128
-	168	145
-	144	125
-	209	139
-	94	93
-	108	103
-	120	100
-	125	128
-	140	139
-	247	113
-	109	97
-	171	139
-	192	126
-	204	128
-	77	49
-	179	140
-	166	127
-	137	130
-	169	134
-	202	132
-	184	111
-	212	116
-	241	105
-	200	141
-	207	107
-	135	134
-	217	109
-	213	121
-	101	84
-	154	125
-	134	118
-	224	120
-	187	129
-	199	115
-	259	101
-	114	112
-	239	108
-	246	115
-	226	126
-	257	104
-	180	111
-	138	125
-	119	114
-	85	73
-	152	142
-	124	133
-	183	131
-	243	109
-	129	112
-	196	129
-	81	64
-	238	112
-	123	110
-	236	116
-	160	113
-	155	148
-	117	89
-	150	136
-	253	90
-	195	122
-	197	127
-	175	136
-	84	66
-	162	142
-	231	108
-	95	80
-	230	117
-	66	39
-	73	57
-	126	119
-	201	134
-	174	138
-	208	140
-	177	148
-	111	101
-	228	111
-	221	127
-	63	22
-	232	104
-	157	122
-	79	58
-	190	124
-	215	114
-	128	108
-	116	109
-	29	1
-	62	23
-	255	88
-	78	65
-	235	109
-	240	108
-	151	121
-	133	132
-	68	32
