# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	193	147
+	116	176
+	163	174
+	253	101
+	174	176
+	114	177
+	165	172
+	113	165
+	226	121
+	106	185
+	162	165
+	209	149
+	168	176
+	125	194
+	133	171
+	221	110
+	143	209
+	120	178
+	184	180
+	161	202
+	115	197
+	126	201
+	140	180
+	76	85
+	97	153
+	207	119
+	109	191
+	239	102
+	201	136
+	151	181
+	56	25
+	234	113
+	191	149
+	213	133
+	86	118
+	148	187
+	91	166
+	141	206
+	118	177
+	178	183
+	248	97
+	173	183
+	205	160
+	57	35
+	82	132
+	249	101
+	243	107
+	198	141
+	156	170
+	208	128
+	147	205
+	149	230
+	101	140
+	100	144
+	74	92
+	170	162
+	112	203
+	154	190
+	197	117
+	259	70
+	195	149
+	132	198
+	180	169
+	250	100
+	227	116
+	181	174
+	176	154
+	150	185
+	153	210
+	136	192
+	254	92
+	229	125
+	182	168
+	247	87
+	230	110
+	65	62
+	258	81
+	139	170
+	107	166
+	98	151
+	215	118
+	177	179
+	171	191
+	137	200
+	85	114
+	240	105
+	246	109
+	216	156
+	218	120
+	214	116
+	145	188
+	72	98
+	166	173
+	93	152
+	245	112
+	169	163
+	179	151
+	183	174
+	96	148
+	144	199
+	244	110
+	186	153
+	228	112
+	167	169
+	48	15
+	89	158
+	146	181
+	104	163
+	38	6
+	158	195
+	60	37
+	204	137
+	189	165
+	255	68
+	95	134
+	134	191
+	155	169
+	159	168
+	252	92
+	67	80
+	206	141
+	135	215
+	110	162
+	88	142
+	237	100
+	80	101
+	124	217
+	105	156
+	111	187
+	90	133
+	202	119
+	196	139
+	71	90
+	128	184
+	172	179
+	131	210
+	61	44
+	251	90
+	81	114
+	233	99
+	78	93
+	187	180
+	99	150
+	188	138
+	256	101
+	200	154
+	108	167
+	87	127
+	122	203
+	192	141
+	119	197
+	238	102
+	219	123
+	123	177
+	231	95
+	203	148
+	157	199
+	142	180
+	225	124
+	117	168
+	121	178
+	185	166
+	127	190
+	257	88
+	236	94
+	211	141
+	138	229
+	103	183
+	164	180
+	102	149
+	212	122
+	190	139
+	59	44
+	129	199
+	160	202
+	75	98
+	222	113
+	70	63
+	130	203
+	64	68
+	94	142
+	220	124
+	217	128
+	235	102
+	152	174
+	84	124
+	32	3
+	194	136
+	232	86
+	224	122
+	92	172
+	175	178
+	68	86
+	223	100
+	79	117
+	53	23
+	242	96
+	199	128
+	241	111
+	83	123
+	77	92
+	51	16
